type	name	kingdom	P1492N_rna	P1492T_rna
genus	Rhodopseudomonas	Bacteria	0.0	0.0150832877799858
genus	Rhodovulum	Bacteria	0.2805025017220608	0.3169022767879956
genus	Rickettsia	Bacteria	0.0	0.0070868208697393
genus	Riemerella	Bacteria	0.0	0.0002952842029058
genus	Robiginitalea	Bacteria	0.0449039113232962	0.0
genus	Robinsoniella	Bacteria	0.0	0.0059056840581161
genus	Roseateles	Bacteria	0.0054718718888856	0.0049850877313068
genus	Roseburia	Bacteria	0.0136072458555443	0.051970019711422
genus	Roseimaritima	Bacteria	0.0408217375666329	0.0
genus	Roseivivax	Bacteria	0.0013996024308559	0.0
genus	Roseomonas	Bacteria	0.0065314780106612	0.0
genus	Roseovarius	Bacteria	0.0138073845638963	0.0005062014906956
genus	Rothia	Bacteria	0.29799868423642	12.249569873343642
genus	Roundia	Eukaryota	0.0581709760324519	0.0017717052174348
genus	Rubellimicrobium	Bacteria	0.0211689867666967	0.0079116908713349
genus	Rubripirellula	Bacteria	0.0530682588366228	0.0
genus	Rubritepida	Bacteria	0.0179615645293184	0.0
genus	Rubrivivax	Bacteria	0.0026152107810067	0.0043416512471205
genus	Ruegeria	Bacteria	0.4008218464730043	0.0102845103589708
genus	Rufibacter	Bacteria	0.0163286950266531	0.0
genus	Ruminiclostridium	Bacteria	0.0	0.0280519992760516
genus	Ruminococcus	Bacteria	0.0435043088924402	0.155910059134266
genus	Saccharopolyspora	Bacteria	0.0	0.0019149835129334
genus	Salinispora	Bacteria	0.0	0.001758613799572
genus	Salmonella	Bacteria	0.0003929219943541	0.0026952536818423
genus	Sedimenticola	Bacteria	0.0244930425399797	0.0
genus	Selenomonas	Bacteria	0.1224652126998987	0.1417364173947873
genus	Senegalimassilia	Bacteria	0.0122465212699898	0.0248038730440877
genus	Serratia	Bacteria	0.0103525095442702	3.769585569010292e-05
genus	Shigella	Bacteria	0.0347228264051953	0.0039371227054107
genus	Shinella	Bacteria	0.0068332038970233	0.0
genus	Shuttleworthia	Bacteria	0.0	0.1417364173947873
genus	Sideroxydans	Bacteria	0.0090168899440793	0.0002286071248303
genus	Simplicispira	Bacteria	0.0028450474547012	0.0007154963378102
genus	Sinorhizobium	Bacteria	0.0023960585093458	0.0
genus	Sneathiella	Bacteria	0.0040821737566632	0.0
